TicketId,Description,Vocabulary
167,JOb got failed due to connectivity issue. Then job was re-started and completed successfully.,"{'issue', 'connectivity', 'to', 'got', 'job', 'successfully', 'then', '.', 're-started', 'failed', 'and', 'completed', 'due', 'was'}"
168,The job has been cancelled,"{'has', 'the', 'job', 'cancelled', 'been'}"
169,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.,"{'re-executed', 'issue', 'connectivity', 'to', 'has', 'got', 'job', 'successfully', 'then', '.', 'failed', 'and', 'completed', 'been', 'due'}"
170,Source file issue. Job completed after receiving the file.,"{'issue', 'the', 'after', 'source', 'file', 'job', '.', 'completed', 'receiving'}"
171,The job failed due to TD upgrade issue.It completed successfully after the issue is resolved.,"{'td', 'issue', 'issue.it', 'to', 'the', 'after', 'resolved', 'job', 'upgrade', 'successfully', 'is', '.', 'failed', 'completed', 'due'}"
172,Job got failed due to count mismatch. Then issue has been fixed and job has been re started,"{'count', 'issue', 'to', 'has', 'started', 're', 'got', 'job', 'then', '.', 'failed', 'mismatch', 'and', 'fixed', 'been', 'due'}"
173,JOb got failed due to data duplicate issue. Then issue was fixed and job was restarted.,"{'issue', 'to', 'got', 'data', 'job', 'then', '.', 'restarted', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
174,rerun was successful,"{'was', 'successful', 'rerun'}"
175,JOb got failed due to name pipe error  and job was re-started and completed,"{'to', 'got', 'name', 'job', 'pipe', 're-started', 'failed', 'and', 'error', 'completed', 'due', 'was'}"
176,The job has been completed succesfully on re-run,"{'on', 'succesfully', 'has', 'the', 'job', 'completed', 'been', 're-run'}"
177,The job completed successfully on re-executing the job,"{'on', 'the', 'successfully', 'job', 'completed', 're-executing'}"
178,Job got failed due to count mismatch. Then issue has been fixed and job was re started.,"{'count', 'issue', 'to', 'has', 'started', 're', 'got', 'job', 'then', '.', 'failed', 'mismatch', 'and', 'fixed', 'been', 'due', 'was'}"
179,self lock. script executed.,"{'lock', 'script', '.', 'executed', 'self'}"
180,Job got failed due to connectivity issue. Then issue was fixed and job was re started,"{'issue', 'connectivity', 'to', 'started', 're', 'got', 'job', 'then', '.', 'failed', 'and', 'fixed', 'due', 'was'}"
181,Job got failed due to connectivity issue. Job was re started and completed successfully.,"{'issue', 'connectivity', 'to', 'started', 're', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'due', 'was'}"
182,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.,"{'got', 'database', 'job', '.', 'error', 'due', 'was', 'the', 'restarted', 'completed', 'to', 'pipe', 'successfully', 'connection', 'with', 'abended', 'time', 'and', 'out'}"
183,Job got failed due to connectivity issue. Then issue was fixed and job was re-executed and completed successfully.,"{'re-executed', 'issue', 'connectivity', 'to', 'completed', 'got', 'job', 'successfully', 'then', '.', 'failed', 'and', 'fixed', 'due', 'was'}"
184,completed on re-run,"{'re-run', 'completed', 'on'}"
185,the job failed due to hadoop database issue.,"{'hadoop', 'issue', 'to', 'the', 'database', 'job', '.', 'failed', 'due'}"
186,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.","{'td', 'which', 'by', 'weekend', 'happened', 'jobs', '.', 'there', 'the', 'after', 'team', 'were', 'upgrade', 'fixed', ',', 'completed', 'later', 'successfully', 'over', 're', 'in', 'and', 'processed', 'issues'}"
187,the job failed due to hadoop database issue.,"{'hadoop', 'issue', 'to', 'the', 'database', 'job', '.', 'failed', 'due'}"
188,The job failed due to log in time out error.We have re-executed the job and completed successfully.,"{'re-executed', 'error.we', 'to', 'the', 'time', 'log', 'job', 'successfully', 'in', '.', 'failed', 'and', 'completed', 'out', 'have', 'due'}"
189,The job has completed successfully on re-run,"{'on', 'has', 'the', 'successfully', 'job', 'completed', 're-run'}"
190,"
The job failed due to duplicate .We have re-executed the job after deleteing the invalid records and the job completed successfully.","{'invalid', 're-executed', 'to', 'the', 'after', 'deleteing', 'job', 'successfully', 'records', '.', 'failed', 'duplicate', 'and', '.we', 'completed', 'have', 'due'}"
191,JOb got failed due to connectivity  issue. Then job was re-started.,"{'issue', 'connectivity', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'due', 'was'}"
192,Job got failed due to connectivity issue. Job was re started and completed successfully.,"{'issue', 'connectivity', 'to', 'started', 're', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'due', 'was'}"
193,Source file issue. Job completed after receiving the file.,"{'issue', 'the', 'after', 'source', 'file', 'job', '.', 'completed', 'receiving'}"
194,Batch Issues. Jobs were re-run successfully.,"{'were', 'jobs', 'successfully', '.', 'batch', 'issues', 're-run'}"
195,Job got failed due to file unavailability. Then issue was fixed and job was restarted.,"{'issue', 'to', 'got', 'file', 'job', 'then', '.', 'restarted', 'failed', 'and', 'unavailability', 'fixed', 'due', 'was'}"
196,Source file not available. Job re-run once the file is avaialble.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'is', 'once', 're-run', 'avaialble'}"
197,Self-lock occured. Job completed by manually running the query.,"{'by', 'occured', 'the', 'running', 'manually', 'job', '.', 'self-lock', 'query', 'completed'}"
198,The job completed successfully on re-executing the job,"{'on', 'the', 'successfully', 'job', 'completed', 're-executing'}"
199,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,"{'abended', 'issue', 'to', 'the', 'completed', 'data', 'job', 'successfully', 'restarted', '.', 'and', 'duplicate', 'fixed', 'due', 'was'}"
200,Job has been re-run successfully.,"{'has', 'successfully', 'job', '.', 'been', 're-run'}"
201,Job completed successfully by running the query manually.,"{'by', 'the', 'running', 'manually', 'job', 'successfully', '.', 'query', 'completed'}"
202,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.,"{'got', 'database', 'job', '.', 'error', 'due', 'was', 'the', 'restarted', 'completed', 'to', 'pipe', 'successfully', 'connection', 'with', 'abended', 'time', 'and', 'out'}"
203,Job got failed due to connectivity issue. Then job was re-started,"{'issue', 'connectivity', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'due', 'was'}"
204,Job got failed due to source unavailability. Then Job was cancelled for the day.,"{'to', 'the', 'day', 'got', 'source', 'job', 'cancelled', 'then', '.', 'failed', 'for', 'unavailability', 'due', 'was'}"
205,"The job abended as the source files are not available in the source path. We have requested the source team to place the file and restarted the job, it got completed successfully.","{'place', 'not', 'files', 'got', 'available', 'job', 'path', '.', 'the', 'team', 'restarted', 'completed', ',', 'we', 'to', 'file', 'successfully', 'as', 'it', 'have', 'abended', 'source', 'are', 'in', 'and', 'requested'}"
206,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.","{'td', 'which', 'by', 'weekend', 'happened', 'jobs', '.', 'there', 'the', 'after', 'team', 'were', 'upgrade', 'fixed', ',', 'completed', 'later', 'successfully', 'over', 're', 'in', 'and', 'processed', 'issues'}"
207,Source file not available. Job re-run once the file is available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'is', 'once', 're-run'}"
208,completed on re-run,"{'re-run', 'completed', 'on'}"
209,Job got failed due to connectivity issue. Then job was re-started,"{'issue', 'connectivity', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'due', 'was'}"
210,The job ran successfully on re-run,"{'on', 'the', 'successfully', 'ran', 'job', 're-run'}"
211,self lock. script executed.,"{'lock', 'script', '.', 'executed', 'self'}"
212,Job got failed due to tdata connecitivity issuee. Then job was re-started and completed successfully.,"{'to', 'connecitivity', 'got', 'job', 'successfully', 'then', '.', 're-started', 'failed', 'and', 'issuee', 'completed', 'tdata', 'due', 'was'}"
213,Job got failed due to null value issue. Then issue was fixed and job was re-started and completed successfully.,"{'issue', 'to', 'completed', 'got', 'job', 'successfully', 'then', '.', 're-started', 'failed', 'value', 'and', 'fixed', 'null', 'due', 'was'}"
214,JOb got failed due to tdata Outage. Then JOb was re started once the outage was over.,"{'outage', 'to', 'started', 'the', 're', 'got', 'over', 'job', 'then', '.', 'failed', 'tdata', 'once', 'due', 'was'}"
215,JOb got failed due to duplicate issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
216,rerun was successful,"{'was', 'successful', 'rerun'}"
217,Self lock. script executed.,"{'lock', 'script', '.', 'executed', 'self'}"
218,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.,"{'got', 'database', 'job', '.', 'error', 'due', 'was', 'the', 'restarted', 'completed', 'to', 'pipe', 'successfully', 'connection', 'with', 'abended', 'time', 'and', 'out'}"
219,JOb got failed due to connectivity issue. Then job was restarted and completed successfully.,"{'issue', 'connectivity', 'to', 'got', 'job', 'successfully', 'then', '.', 'restarted', 'failed', 'and', 'completed', 'due', 'was'}"
220,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
221,"source file not available, contacted the source team for the same","{'contacted', 'not', 'the', 'team', 'source', 'file', 'available', 'same', 'for', ','}"
222,The job failed due to null values in not null field.We have re-executed the job after deleting the invalid records and completed successfully.,"{'not', 'job', '.', 'failed', 'null', 'due', 'the', 'after', 'completed', 'field.we', 'to', 'successfully', 'have', 'invalid', 're-executed', 'values', 'deleting', 'in', 'records', 'and'}"
223,JOb got failed due to name pipe error issue. Then job was re-started and completed successfully,"{'issue', 'to', 'got', 'name', 'job', 'pipe', 'then', '.', 're-started', 'failed', 'and', 'successfully', 'error', 'completed', 'due', 'was'}"
224,Self-lock. Job completed after running the query manually.,"{'the', 'after', 'running', 'manually', 'job', '.', 'self-lock', 'query', 'completed'}"
225,The job failed due to log in time out error.We have re-executed the job and completed successfully.,"{'re-executed', 'error.we', 'to', 'the', 'time', 'log', 'job', 'successfully', 'in', '.', 'failed', 'and', 'completed', 'out', 'have', 'due'}"
226,Job got abended due to data issue. Then issue has been fixed and job has been re-executed and compelted sucecssfully,"{'abended', 're-executed', 'issue', 'to', 'has', 'sucecssfully', 'got', 'data', 'job', 'then', '.', 'and', 'fixed', 'been', 'compelted', 'due'}"
227,Job re-run once the file is available.,"{'the', 'file', 'job', 'available', 'is', '.', 'once', 're-run'}"
228,brj issue. completed on re-run,"{'on', 'issue', '.', 'completed', 're-run', 'brj'}"
229,Job got failed due to count mismatch. Then issue has been fixed and job has been re started,"{'count', 'issue', 'to', 'has', 'started', 're', 'got', 'job', 'then', '.', 'failed', 'mismatch', 'and', 'fixed', 'been', 'due'}"
230,job executed successfully on rerunning,"{'rerunning', 'on', 'successfully', 'job', 'executed'}"
231,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,"{'invalid', 're-executed', 'to', 'the', 'after', 'deleteing', 'job', 'successfully', 'records', '.', 'failed', 'duplicate', 'and', '.we', 'completed', 'have', 'due'}"
232,Job completed successfully on re-run.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
233,re-run was successfully,"{'re-run', 'successfully', 'was'}"
234,schedule triggered wrongly. so the job are killed manually. ,"{'triggered', 'wrongly', 'the', 'so', 'manually', 'are', 'job', 'killed', '.', 'schedule'}"
235,Login timed out error.completed on re-run.,"{'on', 'error.completed', '.', 'timed', 'login', 'out', 're-run'}"
236,The job ran successfully on re-run,"{'on', 'the', 'successfully', 'ran', 'job', 're-run'}"
237,job will be run as a part of reference table data load,"{'load', 'table', 'a', 'run', 'be', 'reference', 'data', 'job', 'will', 'as', 'part', 'of'}"
238,Job got failed due to connectivity issue. Then job was re-started,"{'issue', 'connectivity', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'due', 'was'}"
239,Job got failed due to connectivity issue. Then job was cancelled for the day.,"{'issue', 'connectivity', 'to', 'the', 'day', 'got', 'job', 'cancelled', 'then', '.', 'failed', 'for', 'due', 'was'}"
240,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.,"{'issue', 'connectivity', 'to', 'has', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'been', 'tdata', 'due', 'was'}"
241,The job got killed due to tbload issue. the tbload was removed and the job was restarted and completed successfully.,"{'issue', 'the', 'to', 'got', 'killed', 'job', 'successfully', 'restarted', '.', 'and', 'tbload', 'completed', 'removed', 'due', 'was'}"
