TicketId,Description
550,the job was killed as it hanged for long time. the job was cancelled for the day.
551,"The job abended as the source files are not available in the source path. We have requested the source team to place the file and restarted the job, it got completed successfully."
552,JOb got failed due to name pipe error  and job was re-started and completed
553,The job was executed successfully on rerun
554,completed on re-run
555,Job got failed due to name pipe error. Then JOb was restarted and completed
556,JOb got failed due to null value issue. Then issue was resolved and job was re started.
557,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
558,Job got failed due to name pipe error. Then job was re-started and completed successfully.
559,Duplicates issue. Removed duplicates and re-run successfully.
560,The job was confirmed at backend
561,"Time out issue , rerun was success"
562,rerun was successful
563,Job completed by running the query manually.
564,Job got failed due to connectivity issue. Then job was re-started and completed succcessfully.
565,JOb got failed due to data duplicate issue. Then issue was fixed and job was restarted.
566,JOb got failed due to duplicate issue. Then issue was fixed and job was re-started.
567,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
568,JOb got failed due to data issue. Then issue was fixed and job was restarted and completed successfully.
569,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.
570,JOb got failed due to file unavailability. Then job was restarted once file have been placed in the path
571,Job got failed due to data issue. Then issue has been fixed and job has been fixed and job has been re-executed and completed
572,The job has completed successfully on re-run
573,JOb got failed due to connectivity issue. Then job was restarted and completed successfully.
574,The job ran successfully on re-run
575,Job completed at back end successfully.
576,Job got trigerred wrongly. Hence Job was aborted and cancelled
